trade_id,entry_date,exit_date,position_level,entry_price,exit_price,shares,amount,pnl_pct,pnl_amount,exit_reason
46,2022-11-23 00:00:00+00:00,2023-03-16 00:00:00+00:00,1,16610.70703125,25052.7890625,0.9030320004910236,15000.0,50.82313483326008,7623.4702249890115,止盈
47,2022-12-08 00:00:00+00:00,2023-03-17 00:00:00+00:00,2,17233.474609375,27423.9296875,1.4626343717603232,25206.272308530682,59.13174974349861,14904.909861145154,止盈
48,2022-12-08 00:00:00+00:00,2023-03-17 00:00:00+00:00,3,17233.474609375,27423.9296875,1.7551612461123878,30247.52677023682,59.13174974349861,17885.891833374186,止盈
49,2023-04-11 00:00:00+00:00,2023-06-10 00:00:00+00:00,2,30235.05859375,25699.7998046875,0.8748684081045592,26451.697580862136,-15.0,-3967.7546371293206,止损
50,2023-04-11 00:00:00+00:00,2023-06-10 00:00:00+00:00,3,30235.05859375,25699.7998046875,1.049842089725471,31742.03709703456,-15.0,-4761.305564555184,止损
51,2023-04-11 00:00:00+00:00,2023-06-10 00:00:00+00:00,4,30235.05859375,25699.7998046875,1.049842089725471,31742.03709703456,-15.0,-4761.305564555184,止损
52,2023-03-12 00:00:00+00:00,2023-10-24 00:00:00+00:00,1,22163.94921875,33901.52734375,0.7753726923557084,17185.320978977386,52.95797246760691,9100.997552516717,止盈
53,2023-06-16 00:00:00+00:00,2023-12-03 00:00:00+00:00,1,26327.462890625,39978.390625,0.584822305149015,15396.887536420461,51.850525024331105,7983.367025039808,止盈
54,2023-06-17 00:00:00+00:00,2023-12-03 00:00:00+00:00,1,26510.67578125,39978.390625,0.5840756889254647,15484.241220813225,50.801099733848375,7866.164825614988,止盈
55,2023-06-18 00:00:00+00:00,2023-12-03 00:00:00+00:00,1,26336.212890625,39978.390625,0.5893642367591315,15521.622009409204,51.80007387938171,8040.21166815234,止盈
56,2024-01-08 00:00:00+00:00,2024-01-22 00:00:00+00:00,2,46970.50390625,39924.9283203125,0.5505604274661055,25860.100708923375,-14.999999999999996,-3879.0151063385056,止损
57,2024-01-08 00:00:00+00:00,2024-01-22 00:00:00+00:00,3,46970.50390625,39924.9283203125,0.6606725129593265,31032.12085070805,-14.999999999999996,-4654.818127606206,止损
58,2023-12-02 00:00:00+00:00,2024-02-28 00:00:00+00:00,2,39476.33203125,62504.7890625,0.7702223766651064,30405.554279130243,58.33484482048728,17737.032905539654,止盈
59,2024-06-03 00:00:00+00:00,2024-07-05 00:00:00+00:00,2,68804.78125,58484.0640625,0.3762940737479004,25890.831429895657,-14.999999999999996,-3883.624714484348,止损
60,2024-05-04 00:00:00+00:00,2024-08-05 00:00:00+00:00,1,63891.47265625,54307.7517578125,0.2347731141008951,15000.0,-15.000000000000005,-2250.000000000001,止损
61,2024-05-13 00:00:00+00:00,2024-08-05 00:00:00+00:00,1,62901.44921875,53466.2318359375,0.23710049333242803,14913.964641090295,-15.000000000000002,-2237.0946961635445,止损
62,2024-07-09 00:00:00+00:00,2024-11-11 00:00:00+00:00,1,58009.2265625,88701.484375,0.2473703135810265,14349.760565358438,52.90926914778239,7592.353439587836,止盈
63,2024-09-09 00:00:00+00:00,2024-11-11 00:00:00+00:00,1,57019.53515625,88701.484375,0.2524239676481708,14393.09729759499,55.56332427462326,7997.283324624741,止盈
64,2024-05-14 00:00:00+00:00,2024-11-19 00:00:00+00:00,1,61552.7890625,92343.7890625,0.24312684437396268,14965.135367181789,50.02372836222769,7486.1186651186845,止盈
65,2024-08-08 00:00:00+00:00,2024-11-20 00:00:00+00:00,1,61710.13671875,94339.4921875,0.23742270507019847,14651.387590017406,52.87519555735468,7746.949840087699,止盈
