date,price,account_value,positions
2021-02-21 00:00:00+00:00,57539.9453125,100000.0,0
2021-02-22 00:00:00+00:00,54207.3203125,100000.0,0
2021-02-24 00:00:00+00:00,49705.33203125,100000.0,0
2021-02-25 00:00:00+00:00,47093.8515625,100000.0,0
2021-02-26 00:00:00+00:00,46339.76171875,100000.0,0
2021-02-27 00:00:00+00:00,46188.453125,100000.0,0
2021-02-28 00:00:00+00:00,45137.76953125,100000.0,0
2021-03-01 00:00:00+00:00,49631.2421875,100000.0,0
2021-03-02 00:00:00+00:00,48378.98828125,100000.0,0
2021-03-03 00:00:00+00:00,50538.2421875,100000.0,0
2021-03-04 00:00:00+00:00,48561.16796875,100000.0,0
2021-03-05 00:00:00+00:00,48927.3046875,100000.0,0
2021-03-06 00:00:00+00:00,48912.3828125,100000.0,0
2021-03-07 00:00:00+00:00,51206.69140625,100000.0,0
2021-03-08 00:00:00+00:00,52246.5234375,100000.0,0
2021-03-09 00:00:00+00:00,54824.1171875,100000.0,0
2021-03-10 00:00:00+00:00,56008.55078125,100000.0,0
2021-03-11 00:00:00+00:00,57805.12109375,100000.0,0
2021-03-12 00:00:00+00:00,57332.08984375,100000.0,0
2021-03-13 00:00:00+00:00,61243.0859375,100000.0,0
2021-03-14 00:00:00+00:00,59302.31640625,100000.0,0
